Country,Make,Model,Year,Review Score,Sales Volume
USA,Nissan,Maxima,2015,2.7,7294
France,Jaguar,XE,2017,2.5,11711
Germany,Jaguar,XE,2017,3.3,6834
USA,Jaguar,XE,2017,4.0,17298
France,Jaguar,XE,2011,3.2,16596
Germany,Jaguar,XE,2011,4.2,9950
USA,Jaguar,XE,2011,3.5,3262
France,Jaguar,XE,2021,1.4,2267
Germany,Jaguar,XE,2021,2.2,18078
USA,Jaguar,XE,2021,2.7,10450
France,Jaguar,XE,2022,2.5,6331
Germany,Jaguar,XE,2022,3.9,11911
USA,Jaguar,XE,2022,2.9,5652
France,Jaguar,XE,2019,4.7,7062
Germany,Jaguar,XE,2019,1.8,9878
USA,Jaguar,XE,2019,1.2,12578
France,Jaguar,XE,2020,3.2,13473
Germany,Jaguar,XE,2020,3.6,15668
USA,Jaguar,XE,2020,3.1,16562
France,Jaguar,XE,2012,3.3,5181
Germany,Jaguar,XE,2012,2.8,17177
USA,Jaguar,XE,2012,2.1,14597
France,Jaguar,XE,2014,3.6,13205
Germany,Jaguar,XE,2014,3.2,11637
USA,Jaguar,XE,2014,1.8,4187
France,Jaguar,XE,2016,2.7,10710
Germany,Jaguar,XE,2016,3.4,3230
USA,Jaguar,XE,2016,2.8,14831
France,Jaguar,XE,2018,3.8,7625
Germany,Jaguar,XE,2018,3.8,9497
USA,Jaguar,XE,2018,4.2,4570
France,Jaguar,XE,2013,1.7,16914
Germany,Jaguar,XE,2013,1.3,6021
USA,Jaguar,XE,2013,1.5,14103
France,Jaguar,XE,2010,4.2,15191
Germany,Jaguar,XE,2010,3.1,16928
USA,Jaguar,XE,2010,3.1,16217
France,Jaguar,XE,2015,3.0,14652
Germany,Jaguar,XE,2015,2.1,4376
USA,Jaguar,XE,2015,4.6,10083
France,Porsche,Taycan,2017,3.7,4402
Germany,Porsche,Taycan,2017,4.1,2468
USA,Porsche,Taycan,2017,2.8,12051
France,Porsche,Taycan,2011,4.2,16568
Germany,Porsche,Taycan,2011,1.7,17698
USA,Porsche,Taycan,2011,1.9,7974
France,Porsche,Taycan,2021,3.5,14582
Germany,Porsche,Taycan,2021,1.5,16254
USA,Porsche,Taycan,2021,3.3,2614
France,Porsche,Taycan,2022,3.3,9252
Germany,Porsche,Taycan,2022,3.5,16808
USA,Porsche,Taycan,2022,1.5,8839
France,Porsche,Taycan,2019,4.8,14142
Germany,Porsche,Taycan,2019,1.7,3212
USA,Porsche,Taycan,2019,2.5,11577
France,Porsche,Taycan,2020,3.1,755
Germany,Porsche,Taycan,2020,4.6,11610
USA,Porsche,Taycan,2020,1.3,10451
France,Porsche,Taycan,2012,3.2,1319
Germany,Porsche,Taycan,2012,3.1,7208
USA,Porsche,Taycan,2012,4.9,11746
France,Porsche,Taycan,2014,4.8,10951
Germany,Porsche,Taycan,2014,3.6,12633
USA,Porsche,Taycan,2014,1.8,14494
France,Porsche,Taycan,2016,1.8,1743
Germany,Porsche,Taycan,2016,3.0,1487
USA,Porsche,Taycan,2016,3.6,7716
France,Porsche,Taycan,2018,1.6,14968
Germany,Porsche,Taycan,2018,3.3,12802
USA,Porsche,Taycan,2018,2.6,1523
France,Porsche,Taycan,2013,1.7,5112
Germany,Porsche,Taycan,2013,2.0,4653
USA,Porsche,Taycan,2013,2.5,14468
France,Porsche,Taycan,2010,3.2,15361
Germany,Porsche,Taycan,2010,2.6,5138
USA,Porsche,Taycan,2010,4.1,16187
France,Porsche,Taycan,2015,2.4,15417
Germany,Porsche,Taycan,2015,4.5,13843
USA,Porsche,Taycan,2015,3.6,8498
France,Jaguar,F-PACE,2017,2.6,5502
Germany,Jaguar,F-PACE,2017,4.4,10005
USA,Jaguar,F-PACE,2017,3.2,2468
France,Jaguar,F-PACE,2011,3.3,5462
Germany,Jaguar,F-PACE,2011,1.9,9905
USA,Jaguar,F-PACE,2011,2.0,15852
France,Jaguar,F-PACE,2021,2.4,17535
Germany,Jaguar,F-PACE,2021,4.5,16433
USA,Jaguar,F-PACE,2021,4.6,4060
France,Jaguar,F-PACE,2022,3.5,12927
Germany,Jaguar,F-PACE,2022,3.0,15329
USA,Jaguar,F-PACE,2022,4.6,16787
France,Jaguar,F-PACE,2019,2.1,15934
Germany,Jaguar,F-PACE,2019,3.5,1247
USA,Jaguar,F-PACE,2019,4.2,14494
France,Jaguar,F-PACE,2020,2.3,8628
Germany,Jaguar,F-PACE,2020,2.4,2955
USA,Jaguar,F-PACE,2020,2.0,12487
France,Jaguar,F-PACE,2012,2.5,2235
Germany,Jaguar,F-PACE,2012,2.4,1240
USA,Jaguar,F-PACE,2012,4.1,3846
France,Jaguar,F-PACE,2014,3.4,9868
Germany,Jaguar,F-PACE,2014,3.3,4157
USA,Jaguar,F-PACE,2014,2.1,7241
France,Jaguar,F-PACE,2016,1.3,13189
Germany,Jaguar,F-PACE,2016,2.2,14785
USA,Jaguar,F-PACE,2016,4.4,5468
France,Jaguar,F-PACE,2018,2.2,2108
Germany,Jaguar,F-PACE,2018,2.9,8448
USA,Jaguar,F-PACE,2018,2.3,12145
France,Jaguar,F-PACE,2013,2.3,2441
Germany,Jaguar,F-PACE,2013,3.2,6758
USA,Jaguar,F-PACE,2013,1.9,9366
France,Jaguar,F-PACE,2010,1.5,15800
Germany,Jaguar,F-PACE,2010,2.4,18242
USA,Jaguar,F-PACE,2010,2.9,2739
France,Jaguar,F-PACE,2015,3.8,9155
Germany,Jaguar,F-PACE,2015,3.1,10306
USA,Jaguar,F-PACE,2015,4.0,17633
France,Hyundai,Santa Fe,2017,3.8,15115
Germany,Hyundai,Santa Fe,2017,2.6,569
USA,Hyundai,Santa Fe,2017,2.7,11539
France,Hyundai,Santa Fe,2011,1.6,8872
Germany,Hyundai,Santa Fe,2011,3.8,15697
USA,Hyundai,Santa Fe,2011,4.1,17795
France,Hyundai,Santa Fe,2021,1.8,18414
Germany,Hyundai,Santa Fe,2021,1.5,1004
USA,Hyundai,Santa Fe,2021,4.6,6620
France,Hyundai,Santa Fe,2022,1.5,1040
Germany,Hyundai,Santa Fe,2022,3.0,11116
USA,Hyundai,Santa Fe,2022,4.0,8263
France,Hyundai,Santa Fe,2019,2.8,16867
Germany,Hyundai,Santa Fe,2019,2.8,17210
USA,Hyundai,Santa Fe,2019,2.8,2537
France,Hyundai,Santa Fe,2020,3.5,17243
Germany,Hyundai,Santa Fe,2020,3.5,1561
USA,Hyundai,Santa Fe,2020,4.7,3008
France,Hyundai,Santa Fe,2012,4.1,15382
Germany,Hyundai,Santa Fe,2012,2.7,1532
USA,Hyundai,Santa Fe,2012,2.9,6111
France,Hyundai,Santa Fe,2014,4.2,17754
Germany,Hyundai,Santa Fe,2014,3.5,9129
USA,Hyundai,Santa Fe,2014,4.3,1158
France,Hyundai,Santa Fe,2016,2.2,1078
Germany,Hyundai,Santa Fe,2016,4.0,11519
USA,Hyundai,Santa Fe,2016,1.1,7068
France,Hyundai,Santa Fe,2018,4.2,11563
Germany,Hyundai,Santa Fe,2018,4.3,14678
USA,Hyundai,Santa Fe,2018,1.1,12535
France,Hyundai,Santa Fe,2013,2.0,6612
Germany,Hyundai,Santa Fe,2013,4.4,12987
USA,Hyundai,Santa Fe,2013,1.8,13082
France,Hyundai,Santa Fe,2010,1.5,8702
Germany,Hyundai,Santa Fe,2010,3.6,4194
USA,Hyundai,Santa Fe,2010,2.6,9946
France,Hyundai,Santa Fe,2015,2.7,7738
Germany,Hyundai,Santa Fe,2015,4.2,15445
USA,Hyundai,Santa Fe,2015,4.8,7132
France,Lexus,RX,2017,1.7,13847
Germany,Lexus,RX,2017,2.6,3661
USA,Lexus,RX,2017,3.6,4602
France,Lexus,RX,2011,3.6,10024
Germany,Lexus,RX,2011,1.4,6049
USA,Lexus,RX,2011,1.3,7011
France,Lexus,RX,2021,3.2,17290
Germany,Lexus,RX,2021,2.2,4227
USA,Lexus,RX,2021,2.1,17725
France,Lexus,RX,2022,3.0,17279
Germany,Lexus,RX,2022,3.9,14575
USA,Lexus,RX,2022,4.7,14820
France,Lexus,RX,2019,3.1,971
Germany,Lexus,RX,2019,2.9,9645
USA,Lexus,RX,2019,3.1,5206
France,Lexus,RX,2020,4.2,5329
Germany,Lexus,RX,2020,2.8,10521
USA,Lexus,RX,2020,1.8,4344
France,Lexus,RX,2012,3.8,16981
Germany,Lexus,RX,2012,4.7,13981
USA,Lexus,RX,2012,3.4,10655
France,Lexus,RX,2014,2.1,9665
Germany,Lexus,RX,2014,4.3,3688
USA,Lexus,RX,2014,1.5,7620
France,Lexus,RX,2016,1.5,8740
Germany,Lexus,RX,2016,1.6,15105
USA,Lexus,RX,2016,1.2,4063
France,Lexus,RX,2018,1.5,732
Germany,Lexus,RX,2018,4.2,5886
USA,Lexus,RX,2018,3.3,12322
France,Lexus,RX,2013,2.6,3889
Germany,Lexus,RX,2013,2.8,6306
USA,Lexus,RX,2013,2.2,900
France,Lexus,RX,2010,1.4,7970
Germany,Lexus,RX,2010,2.6,9522
USA,Lexus,RX,2010,1.1,3513
France,Lexus,RX,2015,3.3,3250
Germany,Lexus,RX,2015,3.2,15731
USA,Lexus,RX,2015,4.4,6923
France,Buick,Regal,2017,1.1,17631
Germany,Buick,Regal,2017,1.7,12239
USA,Buick,Regal,2017,4.4,10633
France,Buick,Regal,2011,2.1,13995
Germany,Buick,Regal,2011,1.8,11217
USA,Buick,Regal,2011,3.9,8611
France,Buick,Regal,2021,2.3,6443
Germany,Buick,Regal,2021,2.4,16927
USA,Buick,Regal,2021,2.4,16767
France,Buick,Regal,2022,1.9,9698
Germany,Buick,Regal,2022,1.5,11993
USA,Buick,Regal,2022,1.7,12370
France,Buick,Regal,2019,3.1,4647
Germany,Buick,Regal,2019,1.3,12649
USA,Buick,Regal,2019,1.8,6122
France,Buick,Regal,2020,2.7,1347
Germany,Buick,Regal,2020,1.4,14621
USA,Buick,Regal,2020,1.4,11269
France,Buick,Regal,2012,1.2,5320
Germany,Buick,Regal,2012,1.6,8399
USA,Buick,Regal,2012,2.6,6294
France,Buick,Regal,2014,1.8,14578
Germany,Buick,Regal,2014,4.2,5764
USA,Buick,Regal,2014,3.6,9540
France,Buick,Regal,2016,4.3,13755
Germany,Buick,Regal,2016,1.8,4579
USA,Buick,Regal,2016,1.9,10555
France,Buick,Regal,2018,1.6,12168
Germany,Buick,Regal,2018,2.9,14034
USA,Buick,Regal,2018,4.7,14355
France,Buick,Regal,2013,2.7,9632
Germany,Buick,Regal,2013,1.5,3491
USA,Buick,Regal,2013,2.7,18420
France,Buick,Regal,2010,2.0,7538
Germany,Buick,Regal,2010,3.8,17818
USA,Buick,Regal,2010,2.5,4629
France,Buick,Regal,2015,4.0,11786
Germany,Buick,Regal,2015,3.5,14970
USA,Buick,Regal,2015,1.5,9707
France,Renault,Captur,2017,2.6,16364
Germany,Renault,Captur,2017,2.5,1271
USA,Renault,Captur,2017,4.2,6378
France,Renault,Captur,2011,4.5,5160
Germany,Renault,Captur,2011,2.9,8265
USA,Renault,Captur,2011,4.2,16820
France,Renault,Captur,2021,4.4,6522
Germany,Renault,Captur,2021,2.1,3535
USA,Renault,Captur,2021,2.1,12478
France,Renault,Captur,2022,4.9,13891
Germany,Renault,Captur,2022,4.6,9524
USA,Renault,Captur,2022,3.0,14105
France,Renault,Captur,2019,2.0,3853
Germany,Renault,Captur,2019,4.6,12879
USA,Renault,Captur,2019,2.5,7269
France,Renault,Captur,2020,3.4,15037
Germany,Renault,Captur,2020,4.7,12118
USA,Renault,Captur,2020,1.8,6890
France,Renault,Captur,2012,1.9,16591
Germany,Renault,Captur,2012,2.9,17418
USA,Renault,Captur,2012,2.4,595
France,Renault,Captur,2014,3.1,16511
Germany,Renault,Captur,2014,1.5,1256
USA,Renault,Captur,2014,3.7,12984
France,Renault,Captur,2016,2.0,7894
Germany,Renault,Captur,2016,3.0,1603
USA,Renault,Captur,2016,1.6,18403
France,Renault,Captur,2018,4.1,1212
Germany,Renault,Captur,2018,1.9,4579
USA,Renault,Captur,2018,3.4,14684
France,Renault,Captur,2013,3.6,12704
Germany,Renault,Captur,2013,2.6,4082
USA,Renault,Captur,2013,1.7,15106
France,Renault,Captur,2010,2.6,7413
Germany,Renault,Captur,2010,2.0,14266
USA,Renault,Captur,2010,3.4,10535
France,Renault,Captur,2015,4.1,13660
Germany,Renault,Captur,2015,2.2,10219
USA,Renault,Captur,2015,1.5,11930
France,Porsche,Panamera,2017,2.0,2667
Germany,Porsche,Panamera,2017,4.6,12016
USA,Porsche,Panamera,2017,2.3,13052
France,Porsche,Panamera,2011,3.9,10852
Germany,Porsche,Panamera,2011,3.3,9654
USA,Porsche,Panamera,2011,1.7,14204
France,Porsche,Panamera,2021,2.5,11324
Germany,Porsche,Panamera,2021,1.4,17327
USA,Porsche,Panamera,2021,3.1,16299
France,Porsche,Panamera,2022,1.5,3413
Germany,Porsche,Panamera,2022,4.0,14824
USA,Porsche,Panamera,2022,3.7,7288
France,Porsche,Panamera,2019,3.7,708
Germany,Porsche,Panamera,2019,4.5,5374
USA,Porsche,Panamera,2019,1.7,16920
France,Porsche,Panamera,2020,2.4,14972
Germany,Porsche,Panamera,2020,4.0,13032
USA,Porsche,Panamera,2020,2.8,10281
France,Porsche,Panamera,2012,2.4,6021
Germany,Porsche,Panamera,2012,4.2,1374
USA,Porsche,Panamera,2012,1.6,18413
France,Porsche,Panamera,2014,2.9,3466
Germany,Porsche,Panamera,2014,2.2,8518
USA,Porsche,Panamera,2014,2.2,16855
France,Porsche,Panamera,2016,2.1,18171
Germany,Porsche,Panamera,2016,4.1,16862
USA,Porsche,Panamera,2016,2.3,16610
France,Porsche,Panamera,2018,4.3,3803
Germany,Porsche,Panamera,2018,3.2,4411
USA,Porsche,Panamera,2018,3.3,1068
France,Porsche,Panamera,2013,4.5,17818
Germany,Porsche,Panamera,2013,4.7,14913
USA,Porsche,Panamera,2013,2.4,577
France,Porsche,Panamera,2010,1.6,14831
Germany,Porsche,Panamera,2010,2.5,7141
USA,Porsche,Panamera,2010,1.8,18250
France,Porsche,Panamera,2015,2.3,5002
Germany,Porsche,Panamera,2015,1.1,4772
USA,Porsche,Panamera,2015,3.5,10244
France,BMW,7 Series,2017,4.4,5368
Germany,BMW,7 Series,2017,3.6,16038
USA,BMW,7 Series,2017,1.8,15227
France,BMW,7 Series,2011,2.3,6622
Germany,BMW,7 Series,2011,2.0,12557
USA,BMW,7 Series,2011,1.3,1691
France,BMW,7 Series,2021,2.0,12139
Germany,BMW,7 Series,2021,2.7,913
USA,BMW,7 Series,2021,1.4,8471
France,BMW,7 Series,2022,1.4,6422
Germany,BMW,7 Series,2022,4.8,9279
USA,BMW,7 Series,2022,2.9,9964
France,BMW,7 Series,2019,2.4,17486
Germany,BMW,7 Series,2019,3.6,5446
USA,BMW,7 Series,2019,3.2,1744
France,BMW,7 Series,2020,3.9,16841
Germany,BMW,7 Series,2020,4.8,16212
USA,BMW,7 Series,2020,2.3,14479
France,BMW,7 Series,2012,4.6,9097
Germany,BMW,7 Series,2012,1.2,6939
USA,BMW,7 Series,2012,3.8,10999
France,BMW,7 Series,2014,3.1,1738
Germany,BMW,7 Series,2014,2.4,5983
USA,BMW,7 Series,2014,4.7,1595
France,BMW,7 Series,2016,3.0,16791
Germany,BMW,7 Series,2016,3.9,16927
USA,BMW,7 Series,2016,4.0,7905
France,BMW,7 Series,2018,4.8,17917
Germany,BMW,7 Series,2018,3.0,13059
USA,BMW,7 Series,2018,2.8,1510
France,BMW,7 Series,2013,4.8,10829
Germany,BMW,7 Series,2013,4.3,12920
USA,BMW,7 Series,2013,1.9,18016
France,BMW,7 Series,2010,2.8,8072
Germany,BMW,7 Series,2010,4.1,18101
USA,BMW,7 Series,2010,4.1,13395
France,BMW,7 Series,2015,3.7,14726
Germany,BMW,7 Series,2015,2.3,10329
USA,BMW,7 Series,2015,4.2,10549
France,Jaguar,XF,2017,2.1,16061
Germany,Jaguar,XF,2017,2.7,11883
USA,Jaguar,XF,2017,1.2,6105
France,Jaguar,XF,2011,2.6,14666
Germany,Jaguar,XF,2011,4.9,15229
USA,Jaguar,XF,2011,4.2,2480
France,Jaguar,XF,2021,1.5,8059
Germany,Jaguar,XF,2021,4.0,9512
USA,Jaguar,XF,2021,3.4,6879
France,Jaguar,XF,2022,3.7,6580
Germany,Jaguar,XF,2022,2.3,3988
USA,Jaguar,XF,2022,4.4,6230
France,Jaguar,XF,2019,2.6,9077
Germany,Jaguar,XF,2019,3.5,12034
USA,Jaguar,XF,2019,2.7,18215
France,Jaguar,XF,2020,4.7,12210
Germany,Jaguar,XF,2020,1.5,18260
USA,Jaguar,XF,2020,1.3,14356
France,Jaguar,XF,2012,3.5,5903
Germany,Jaguar,XF,2012,2.9,7919
USA,Jaguar,XF,2012,2.7,8577
France,Jaguar,XF,2014,3.3,3978
Germany,Jaguar,XF,2014,2.2,15646
USA,Jaguar,XF,2014,3.2,12491
France,Jaguar,XF,2016,2.1,8658
Germany,Jaguar,XF,2016,2.9,3080
USA,Jaguar,XF,2016,3.2,7323
France,Jaguar,XF,2018,2.6,11524
Germany,Jaguar,XF,2018,1.3,9220
USA,Jaguar,XF,2018,1.6,18159
France,Jaguar,XF,2013,4.1,10355
Germany,Jaguar,XF,2013,1.3,16128
USA,Jaguar,XF,2013,2.3,17297
France,Jaguar,XF,2010,2.1,868
Germany,Jaguar,XF,2010,2.8,6248
USA,Jaguar,XF,2010,1.3,14146
France,Jaguar,XF,2015,2.9,11576
Germany,Jaguar,XF,2015,4.1,15385
USA,Jaguar,XF,2015,2.1,12144
France,Vauxhall,Grandland X,2017,4.1,17297
Germany,Vauxhall,Grandland X,2017,2.4,6633
USA,Vauxhall,Grandland X,2017,2.2,9655
France,Vauxhall,Grandland X,2011,2.0,7887
Germany,Vauxhall,Grandland X,2011,3.0,16204
USA,Vauxhall,Grandland X,2011,1.7,1331
France,Vauxhall,Grandland X,2021,2.4,16395
Germany,Vauxhall,Grandland X,2021,3.7,12909
USA,Vauxhall,Grandland X,2021,2.2,6612
France,Vauxhall,Grandland X,2022,2.3,2805
Germany,Vauxhall,Grandland X,2022,1.1,3808
USA,Vauxhall,Grandland X,2022,2.7,13267
France,Vauxhall,Grandland X,2019,1.4,7866
Germany,Vauxhall,Grandland X,2019,2.6,7440
USA,Vauxhall,Grandland X,2019,2.2,5287
France,Vauxhall,Grandland X,2020,3.7,8365
Germany,Vauxhall,Grandland X,2020,1.4,10839
USA,Vauxhall,Grandland X,2020,4.3,13747
France,Vauxhall,Grandland X,2012,1.6,10334
Germany,Vauxhall,Grandland X,2012,4.6,1825
USA,Vauxhall,Grandland X,2012,2.6,10419
France,Vauxhall,Grandland X,2014,2.4,915
Germany,Vauxhall,Grandland X,2014,4.8,9587
USA,Vauxhall,Grandland X,2014,2.2,16605
France,Vauxhall,Grandland X,2016,3.8,15852
Germany,Vauxhall,Grandland X,2016,1.3,8577
USA,Vauxhall,Grandland X,2016,4.0,4974
France,Vauxhall,Grandland X,2018,3.2,11583
Germany,Vauxhall,Grandland X,2018,3.2,13817
USA,Vauxhall,Grandland X,2018,2.9,15215
France,Vauxhall,Grandland X,2013,3.2,1517
Germany,Vauxhall,Grandland X,2013,3.6,17625
USA,Vauxhall,Grandland X,2013,3.1,7738
France,Vauxhall,Grandland X,2010,2.7,9210
Germany,Vauxhall,Grandland X,2010,3.3,11430
USA,Vauxhall,Grandland X,2010,4.1,5180
France,Vauxhall,Grandland X,2015,3.1,17649
Germany,Vauxhall,Grandland X,2015,2.7,17284
USA,Vauxhall,Grandland X,2015,4.7,12409
France,Fiat,500X,2017,4.4,15119
Germany,Fiat,500X,2017,4.6,16391
USA,Fiat,500X,2017,4.7,10821
France,Fiat,500X,2011,3.4,3194
Germany,Fiat,500X,2011,1.8,16999
USA,Fiat,500X,2011,2.5,13065
France,Fiat,500X,2021,3.8,8540
Germany,Fiat,500X,2021,4.1,16606
USA,Fiat,500X,2021,3.1,17065
France,Fiat,500X,2022,2.5,15603
Germany,Fiat,500X,2022,2.6,6333
USA,Fiat,500X,2022,3.4,12305
France,Fiat,500X,2019,1.9,13118
Germany,Fiat,500X,2019,4.4,11189
USA,Fiat,500X,2019,4.6,17089
France,Fiat,500X,2020,2.4,11065
Germany,Fiat,500X,2020,1.4,9073
USA,Fiat,500X,2020,3.1,18038
France,Fiat,500X,2012,1.5,17080
Germany,Fiat,500X,2012,4.1,9668
USA,Fiat,500X,2012,2.1,14443
France,Fiat,500X,2014,3.2,2083
Germany,Fiat,500X,2014,4.6,6603
USA,Fiat,500X,2014,3.2,14665
France,Fiat,500X,2016,4.4,9041
Germany,Fiat,500X,2016,1.3,950
USA,Fiat,500X,2016,4.1,13285
France,Fiat,500X,2018,2.8,15442
Germany,Fiat,500X,2018,3.2,14610
USA,Fiat,500X,2018,1.7,12021
France,Fiat,500X,2013,3.7,8492
Germany,Fiat,500X,2013,2.5,8732
USA,Fiat,500X,2013,4.4,9894
France,Fiat,500X,2010,2.4,16732
Germany,Fiat,500X,2010,3.0,2028
USA,Fiat,500X,2010,4.4,2201
France,Fiat,500X,2015,2.4,4471
Germany,Fiat,500X,2015,1.4,15180
USA,Fiat,500X,2015,3.2,18033
France,Tesla,Model X,2017,4.1,2761
Germany,Tesla,Model X,2017,2.5,18108
USA,Tesla,Model X,2017,1.9,17100
France,Tesla,Model X,2011,1.3,14151
Germany,Tesla,Model X,2011,3.7,13106
USA,Tesla,Model X,2011,1.8,8073
France,Tesla,Model X,2021,1.8,3840
Germany,Tesla,Model X,2021,1.8,12991
USA,Tesla,Model X,2021,1.9,5584
France,Tesla,Model X,2022,3.7,14711
Germany,Tesla,Model X,2022,2.5,1424
USA,Tesla,Model X,2022,3.3,5488
France,Tesla,Model X,2019,2.0,17938
Germany,Tesla,Model X,2019,1.1,2330
USA,Tesla,Model X,2019,2.1,9701
France,Tesla,Model X,2020,4.9,3401
Germany,Tesla,Model X,2020,4.5,564
USA,Tesla,Model X,2020,3.3,16178
France,Tesla,Model X,2012,3.9,13634
Germany,Tesla,Model X,2012,4.9,12080
USA,Tesla,Model X,2012,3.6,918
France,Tesla,Model X,2014,3.4,9991
Germany,Tesla,Model X,2014,3.3,15796
USA,Tesla,Model X,2014,2.8,4851
France,Tesla,Model X,2016,4.4,15941
Germany,Tesla,Model X,2016,3.2,8663
USA,Tesla,Model X,2016,2.6,14497
France,Tesla,Model X,2018,4.1,18120
Germany,Tesla,Model X,2018,3.8,3531
USA,Tesla,Model X,2018,4.7,11791
France,Tesla,Model X,2013,3.3,1292
Germany,Tesla,Model X,2013,4.3,11088
USA,Tesla,Model X,2013,2.1,3047
France,Tesla,Model X,2010,1.5,13807
Germany,Tesla,Model X,2010,4.0,3692
USA,Tesla,Model X,2010,3.5,4744
France,Tesla,Model X,2015,4.1,3510
Germany,Tesla,Model X,2015,2.6,10728
USA,Tesla,Model X,2015,3.5,9579
France,Subaru,Ascent,2017,1.2,13292
Germany,Subaru,Ascent,2017,3.8,16301
USA,Subaru,Ascent,2017,4.1,10794
France,Subaru,Ascent,2011,2.3,1153
Germany,Subaru,Ascent,2011,2.9,5614
USA,Subaru,Ascent,2011,2.2,7909
France,Subaru,Ascent,2021,1.4,17474
Germany,Subaru,Ascent,2021,2.7,16613
USA,Subaru,Ascent,2021,3.2,15828
France,Subaru,Ascent,2022,1.9,8819
Germany,Subaru,Ascent,2022,2.6,3760
USA,Subaru,Ascent,2022,3.2,6514
France,Subaru,Ascent,2019,2.7,13384
Germany,Subaru,Ascent,2019,3.3,11834
USA,Subaru,Ascent,2019,2.3,11172
France,Subaru,Ascent,2020,4.6,2415
Germany,Subaru,Ascent,2020,4.7,6169
USA,Subaru,Ascent,2020,4.6,6873
France,Subaru,Ascent,2012,2.0,10220
Germany,Subaru,Ascent,2012,4.7,3034
USA,Subaru,Ascent,2012,1.9,15749
France,Subaru,Ascent,2014,1.1,5275
Germany,Subaru,Ascent,2014,1.7,10719
USA,Subaru,Ascent,2014,2.7,8174
France,Subaru,Ascent,2016,3.2,4027
Germany,Subaru,Ascent,2016,3.0,2331
USA,Subaru,Ascent,2016,1.2,10403
France,Subaru,Ascent,2018,3.8,12074
Germany,Subaru,Ascent,2018,4.1,14867
USA,Subaru,Ascent,2018,3.8,2805
France,Subaru,Ascent,2013,2.2,12702
Germany,Subaru,Ascent,2013,4.5,5801
USA,Subaru,Ascent,2013,1.8,11613
France,Subaru,Ascent,2010,2.2,13637
Germany,Subaru,Ascent,2010,4.1,11109
USA,Subaru,Ascent,2010,3.3,8485
France,Subaru,Ascent,2015,3.2,16482
Germany,Subaru,Ascent,2015,3.3,10410
USA,Subaru,Ascent,2015,4.1,15445
France,Lexus,LS,2017,2.9,11707
Germany,Lexus,LS,2017,3.1,13588
USA,Lexus,LS,2017,3.6,4931
France,Lexus,LS,2011,4.0,4690
Germany,Lexus,LS,2011,2.9,2678
USA,Lexus,LS,2011,1.9,9626
France,Lexus,LS,2021,3.8,18392
Germany,Lexus,LS,2021,2.2,8935
USA,Lexus,LS,2021,3.2,5957
France,Lexus,LS,2022,3.6,2008
Germany,Lexus,LS,2022,2.3,17273
USA,Lexus,LS,2022,3.0,10071
France,Lexus,LS,2019,4.2,3771
Germany,Lexus,LS,2019,2.6,4703
USA,Lexus,LS,2019,3.7,3708
France,Lexus,LS,2020,1.3,17882
Germany,Lexus,LS,2020,2.8,5106
USA,Lexus,LS,2020,2.5,4935
France,Lexus,LS,2012,3.8,8980
Germany,Lexus,LS,2012,2.8,17619
USA,Lexus,LS,2012,3.8,16859
France,Lexus,LS,2014,2.3,6216
Germany,Lexus,LS,2014,2.7,6800
USA,Lexus,LS,2014,3.1,3906
France,Lexus,LS,2016,2.2,16893
Germany,Lexus,LS,2016,3.7,8128
USA,Lexus,LS,2016,4.7,13958
France,Lexus,LS,2018,4.3,4776
Germany,Lexus,LS,2018,4.0,17869
USA,Lexus,LS,2018,3.3,6236
France,Lexus,LS,2013,1.2,15355
Germany,Lexus,LS,2013,4.6,1371
USA,Lexus,LS,2013,1.5,9733
France,Lexus,LS,2010,3.7,8889
Germany,Lexus,LS,2010,4.7,6352
USA,Lexus,LS,2010,3.2,1926
France,Lexus,LS,2015,1.5,12630
Germany,Lexus,LS,2015,4.5,8941
USA,Lexus,LS,2015,2.5,750
France,Kia,Soul,2017,4.9,7986
Germany,Kia,Soul,2017,4.7,1421
USA,Kia,Soul,2017,2.4,10625
France,Kia,Soul,2011,1.8,11050
Germany,Kia,Soul,2011,3.3,13900
USA,Kia,Soul,2011,1.5,8813
France,Kia,Soul,2021,4.3,1116
Germany,Kia,Soul,2021,1.5,16735
USA,Kia,Soul,2021,3.1,1922
France,Kia,Soul,2022,4.2,6717
Germany,Kia,Soul,2022,1.6,15161
USA,Kia,Soul,2022,3.7,10635
France,Kia,Soul,2019,2.8,10513
Germany,Kia,Soul,2019,1.9,9363
USA,Kia,Soul,2019,1.4,999
France,Kia,Soul,2020,3.7,6166
Germany,Kia,Soul,2020,1.8,11872
USA,Kia,Soul,2020,3.4,12192
France,Kia,Soul,2012,2.5,5250
Germany,Kia,Soul,2012,1.7,17672
USA,Kia,Soul,2012,2.0,6076
France,Kia,Soul,2014,4.9,4103
Germany,Kia,Soul,2014,2.9,12989
USA,Kia,Soul,2014,2.4,7227
France,Kia,Soul,2016,3.5,3436
Germany,Kia,Soul,2016,2.5,16614
USA,Kia,Soul,2016,1.5,8351
France,Kia,Soul,2018,3.5,11439
Germany,Kia,Soul,2018,1.1,10804
USA,Kia,Soul,2018,4.8,13958
France,Kia,Soul,2013,3.5,2895
Germany,Kia,Soul,2013,3.8,18112
USA,Kia,Soul,2013,2.3,9195
France,Kia,Soul,2010,2.2,6818
Germany,Kia,Soul,2010,4.1,16387
